Description,ensembl_id,entrez_id,gene_biotype,Type
ZNF215,ENSG00000149054,7762,protein_coding,target
ZNF214,ENSG00000149050,7761,protein_coding,target
NLRP14,ENSG00000158077,338323,protein_coding,target
RBMXL2,ENSG00000170748,27288,protein_coding,target
SYT9,ENSG00000170743,143425,protein_coding,target
OLFML1,ENSG00000183801,283298,protein_coding,target
PPFIBP2,ENSG00000166387,8495,protein_coding,target
CYB5R2,ENSG00000166394,51700,protein_coding,target
OVCH2,ENSG00000183378,341277,protein_coding,target
OR5P2,ENSG00000183303,120065,protein_coding,target
OR5P3,ENSG00000182334,120066,protein_coding,target
OR10A3,ENSG00000170683,26496,protein_coding,target
NLRP10,ENSG00000182261,338322,protein_coding,target
EIF3F,ENSG00000175390,8665,protein_coding,target
TUB,ENSG00000166402,7275,protein_coding,target
RIC3,ENSG00000166405,79608,protein_coding,target
LMO1,ENSG00000166407,4004,protein_coding,target
STK33,ENSG00000130413,65975,protein_coding,target
TRIM66,ENSG00000166436,9866,protein_coding,target
RPL27A,ENSG00000166441,6157,protein_coding,target
ST5,ENSG00000166444,6764,protein_coding,target
AKIP1,ENSG00000166452,56672,protein_coding,target
C11orf16,ENSG00000176029,56673,protein_coding,target
ASCL3,ENSG00000176009,56676,protein_coding,target
TMEM9B,ENSG00000175348,56674,protein_coding,target
NRIP3,ENSG00000175352,56675,protein_coding,target
SCUBE2,ENSG00000175356,57758,protein_coding,target
DENND5A,ENSG00000184014,23258,protein_coding,target
TMEM41B,ENSG00000166471,440026,protein_coding,target
IPO7,ENSG00000205339,10527,protein_coding,target
ZNF143,ENSG00000166478,7702,protein_coding,target
WEE1,ENSG00000166483,7465,protein_coding,target
SWAP70,ENSG00000133789,23075,protein_coding,target
SBF2,ENSG00000133812,81846,protein_coding,target
ADM,ENSG00000148926,133,protein_coding,target
AMPD3,ENSG00000133805,272,protein_coding,target
RNF141,ENSG00000110315,50862,protein_coding,target
LYVE1,ENSG00000133800,10894,protein_coding,target
MRVI1,ENSG00000072952,10335,protein_coding,target
CTR9,ENSG00000198730,9646,protein_coding,target
EIF4G2,ENSG00000110321,1982,protein_coding,target
ZBED5,ENSG00000236287,58486,protein_coding,target
GALNT18,ENSG00000110328,374378,protein_coding,target
CSNK2A3,ENSG00000254598,283106,protein_coding,target
USP47,ENSG00000170242,55031,protein_coding,target
DKK3,ENSG00000050165,27122,protein_coding,target
MICAL2,ENSG00000133816,9645,protein_coding,target
PARVA,ENSG00000197702,55742,protein_coding,target
TEAD1,ENSG00000187079,7003,protein_coding,target
RASSF10,ENSG00000189431,644943,protein_coding,target
ARNTL,ENSG00000133794,406,protein_coding,target
BTBD10,ENSG00000148925,84280,protein_coding,target
PTH,ENSG00000152266,5741,protein_coding,target
FAR1,ENSG00000197601,84188,protein_coding,target
RRAS2,ENSG00000133818,22800,protein_coding,target
COPB1,ENSG00000129083,1315,protein_coding,target
PSMA1,ENSG00000129084,5682,protein_coding,target
PDE3B,ENSG00000152270,5140,protein_coding,target
CYP2R1,ENSG00000186104,120227,protein_coding,target
CALCB,ENSG00000175868,797,protein_coding,target
CALCA,ENSG00000110680,796,protein_coding,target
INSC,ENSG00000188487,387755,protein_coding,target
SOX6,ENSG00000110693,55553,protein_coding,target
C11orf58,ENSG00000110696,10944,protein_coding,target
PLEKHA7,ENSG00000166689,144100,protein_coding,target
RPS13,ENSG00000110700,6207,protein_coding,target
PIK3C2A,ENSG00000011405,5286,protein_coding,target
NUCB2,ENSG00000070081,4925,protein_coding,landmark
NCR3LG1,ENSG00000188211,374383,protein_coding,target
KCNJ11,ENSG00000187486,3767,protein_coding,target
ABCC8,ENSG00000006071,6833,protein_coding,target
USH1C,ENSG00000006611,10083,protein_coding,target
OTOG,ENSG00000188162,340990,protein_coding,target
MYOD1,ENSG00000129152,4654,protein_coding,target
KCNC1,ENSG00000129159,3746,protein_coding,target
SERGEF,ENSG00000129158,26297,protein_coding,target
TPH1,ENSG00000129167,7166,protein_coding,target
SAAL1,ENSG00000166788,113174,protein_coding,target
MRGPRX3,ENSG00000179826,117195,protein_coding,target
MRGPRX4,ENSG00000179817,117196,protein_coding,target
SAA4,ENSG00000148965,6291,protein_coding,target
SAA2,ENSG00000134339,6289,protein_coding,target
SAA1,ENSG00000173432,6288,protein_coding,target
HPS5,ENSG00000110756,11234,protein_coding,target
GTF2H1,ENSG00000110768,2965,protein_coding,target
LDHA,ENSG00000134333,3939,protein_coding,target
LDHC,ENSG00000166796,3948,protein_coding,target
LDHAL6A,ENSG00000166800,160287,protein_coding,target
TSG101,ENSG00000074319,7251,protein_coding,target
UEVLD,ENSG00000151116,55293,protein_coding,target
SPTY2D1-AS1,ENSG00000247595,100506540,protein_coding,target
SPTY2D1,ENSG00000179119,144108,protein_coding,target
TMEM86A,ENSG00000151117,144110,protein_coding,target
IGSF22,ENSG00000179057,283284,protein_coding,target
PTPN5,ENSG00000110786,84867,protein_coding,target
MRGPRX1,ENSG00000170255,259249,protein_coding,target
MRGPRX2,ENSG00000183695,117194,protein_coding,target
ZDHHC13,ENSG00000177054,54503,protein_coding,target
CSRP3,ENSG00000129170,8048,protein_coding,target
E2F8,ENSG00000129173,79733,protein_coding,target
NAV2,ENSG00000166833,89797,protein_coding,target
DBX1,ENSG00000109851,120237,protein_coding,target
HTATIP2,ENSG00000109854,10553,protein_coding,target
PRMT3,ENSG00000185238,10196,protein_coding,target
SLC6A5,ENSG00000165970,9152,protein_coding,target
NELL1,ENSG00000165973,4745,protein_coding,target
ANO5,ENSG00000171714,203859,protein_coding,target
SLC17A6,ENSG00000091664,57084,protein_coding,target
FANCF,ENSG00000183161,2188,protein_coding,target
GAS2,ENSG00000148935,2620,protein_coding,target
SVIP,ENSG00000198168,258010,protein_coding,target
CCDC179,ENSG00000255359,100500938,protein_coding,target
LUZP2,ENSG00000187398,338645,protein_coding,target
ANO3,ENSG00000134343,63982,protein_coding,target
MUC15,ENSG00000169550,143662,protein_coding,target
SLC5A12,ENSG00000148942,159963,protein_coding,target
FIBIN,ENSG00000176971,387758,protein_coding,target
BBOX1,ENSG00000129151,8424,protein_coding,target
CCDC34,ENSG00000109881,91057,protein_coding,target
LGR4,ENSG00000205213,55366,protein_coding,target
LIN7C,ENSG00000148943,55327,protein_coding,target
BDNF,ENSG00000176697,627,protein_coding,target
KIF18A,ENSG00000121621,81930,protein_coding,target
METTL15,ENSG00000169519,196074,protein_coding,target
KCNA4,ENSG00000182255,3739,protein_coding,target
FSHB,ENSG00000131808,2488,protein_coding,target
ARL14EP,ENSG00000152219,120534,protein_coding,target
MPPED2,ENSG00000066382,744,protein_coding,target
DCDC1,ENSG00000170959,341019,protein_coding,target
DNAJC24,ENSG00000170946,120526,protein_coding,target
IMMP1L,ENSG00000148950,196294,protein_coding,target
ELP4,ENSG00000109911,26610,protein_coding,target
PAX6,ENSG00000007372,5080,protein_coding,target
RCN1,ENSG00000049449,5954,protein_coding,target
WT1,ENSG00000184937,7490,protein_coding,target
EIF3M,ENSG00000149100,10480,protein_coding,target
CCDC73,ENSG00000186714,493860,protein_coding,target
PRRG4,ENSG00000135378,79056,protein_coding,target
QSER1,ENSG00000060749,79832,protein_coding,target
DEPDC7,ENSG00000121690,91614,protein_coding,target
TCP11L1,ENSG00000176148,55346,protein_coding,target
CSTF3,ENSG00000176102,1479,protein_coding,target
HIPK3,ENSG00000110422,10114,protein_coding,target
KIAA1549L,ENSG00000110427,25758,protein_coding,target
C11orf91,ENSG00000205177,100131378,protein_coding,target
CD59,ENSG00000085063,966,protein_coding,target
FBXO3,ENSG00000110429,26273,protein_coding,target
LMO2,ENSG00000135363,4005,protein_coding,target
CAPRIN1,ENSG00000135387,4076,protein_coding,target
NAT10,ENSG00000135372,55226,protein_coding,target
ABTB2,ENSG00000166016,25841,protein_coding,target
CAT,ENSG00000121691,847,protein_coding,landmark
ELF5,ENSG00000135374,2001,protein_coding,target
EHF,ENSG00000135373,26298,protein_coding,target
APIP,ENSG00000149089,51074,protein_coding,target
PDHX,ENSG00000110435,8050,protein_coding,landmark
CD44,ENSG00000026508,960,protein_coding,landmark
SLC1A2,ENSG00000110436,6506,protein_coding,target
PAMR1,ENSG00000149090,25891,protein_coding,target
FJX1,ENSG00000179431,24147,protein_coding,target
TRIM44,ENSG00000166326,54765,protein_coding,target
LDLRAD3,ENSG00000179241,143458,protein_coding,target
COMMD9,ENSG00000110442,29099,protein_coding,target
PRR5L,ENSG00000135362,79899,protein_coding,target
TRAF6,ENSG00000175104,7189,protein_coding,target
RAG1,ENSG00000166349,5896,protein_coding,target
RAG2,ENSG00000175097,5897,protein_coding,target
C11orf74,ENSG00000166352,119710,protein_coding,target
LRRC4C,ENSG00000148948,57689,protein_coding,target
API5,ENSG00000166181,8539,protein_coding,target
TTC17,ENSG00000052841,55761,protein_coding,target
HSD17B12,ENSG00000149084,51144,protein_coding,target
ALKBH3,ENSG00000166199,221120,protein_coding,target
C11orf96,ENSG00000187479,387763,protein_coding,target
ACCSL,ENSG00000205126,390110,protein_coding,target
ACCS,ENSG00000110455,84680,protein_coding,target
EXT2,ENSG00000151348,2132,protein_coding,target
ALX4,ENSG00000052850,60529,protein_coding,target
CD82,ENSG00000085117,3732,protein_coding,target
TSPAN18,ENSG00000157570,90139,protein_coding,target
TP53I11,ENSG00000175274,9537,protein_coding,target
PRDM11,ENSG00000019485,56981,protein_coding,target
SYT13,ENSG00000019505,57586,protein_coding,target
CHST1,ENSG00000175264,8534,protein_coding,target
SLC35C1,ENSG00000181830,55343,protein_coding,target
CRY2,ENSG00000121671,1408,protein_coding,target
MAPK8IP1,ENSG00000121653,9479,protein_coding,target
C11orf94,ENSG00000234776,143678,protein_coding,target
PEX16,ENSG00000121680,9409,protein_coding,target
LARGE2,ENSG00000165905,120071,protein_coding,target
PHF21A,ENSG00000135365,51317,protein_coding,target
CREB3L1,ENSG00000157613,90993,protein_coding,target
DGKZ,ENSG00000149091,8525,protein_coding,target
MDK,ENSG00000110492,4192,protein_coding,target
CHRM4,ENSG00000180720,1132,protein_coding,target
AMBRA1,ENSG00000110497,55626,protein_coding,target
HARBI1,ENSG00000180423,283254,protein_coding,target
ATG13,ENSG00000175224,9776,protein_coding,target
ARHGAP1,ENSG00000175220,392,protein_coding,landmark
ZNF408,ENSG00000175213,79797,protein_coding,target
F2,ENSG00000180210,2147,protein_coding,target
CKAP5,ENSG00000175216,9793,protein_coding,target
LRP4,ENSG00000134569,4038,protein_coding,target
C11orf49,ENSG00000149179,79096,protein_coding,target
ARFGAP2,ENSG00000149182,84364,protein_coding,target
PACSIN3,ENSG00000165912,29763,protein_coding,landmark
DDB2,ENSG00000134574,1643,protein_coding,landmark
ACP2,ENSG00000134575,53,protein_coding,target
NR1H3,ENSG00000025434,10062,protein_coding,target
MADD,ENSG00000110514,8567,protein_coding,target
MYBPC3,ENSG00000134571,4607,protein_coding,target
SPI1,ENSG00000066336,6688,protein_coding,target
SLC39A13,ENSG00000165915,91252,protein_coding,target
PSMC3,ENSG00000165916,5702,protein_coding,target
RAPSN,ENSG00000165917,5913,protein_coding,target
CELF1,ENSG00000149187,10658,protein_coding,target
PTPMT1,ENSG00000110536,114971,protein_coding,target
KBTBD4,ENSG00000123444,55709,protein_coding,target
NDUFS3,ENSG00000213619,4722,protein_coding,target
FAM180B,ENSG00000196666,399888,protein_coding,target
C1QTNF4,ENSG00000172247,114900,protein_coding,target
MTCH2,ENSG00000109919,23788,protein_coding,target
AGBL2,ENSG00000165923,79841,protein_coding,target
FNBP4,ENSG00000109920,23360,protein_coding,target
NUP160,ENSG00000030066,23279,protein_coding,target
PTPRJ,ENSG00000149177,5795,protein_coding,target
OR4B1,ENSG00000175619,119765,protein_coding,target
OR4X2,ENSG00000172208,119764,protein_coding,target
OR4X1,ENSG00000176567,390113,protein_coding,target
OR4S1,ENSG00000176555,256148,protein_coding,target
OR4C3,ENSG00000176547,256144,protein_coding,target
OR4C5,ENSG00000176540,79346,protein_coding,target
OR4A47,ENSG00000237388,403253,protein_coding,target
TRIM49B,ENSG00000182053,283116,protein_coding,target
TRIM64C,ENSG00000214891,646754,protein_coding,target
FOLH1,ENSG00000086205,2346,protein_coding,target
OR4C13,ENSG00000258817,283092,protein_coding,target
OR4C12,ENSG00000221954,283093,protein_coding,target
OR4C46,ENSG00000185926,119749,protein_coding,target
OR4A5,ENSG00000221840,81318,protein_coding,target
TRIM48,ENSG00000150244,79097,protein_coding,target
OR4A16,ENSG00000181961,81327,protein_coding,target
OR4A15,ENSG00000181958,81328,protein_coding,target
OR4C15,ENSG00000181939,81309,protein_coding,target
OR4C11,ENSG00000172188,219429,protein_coding,target
OR4P4,ENSG00000181927,81300,protein_coding,target
OR4S2,ENSG00000174982,219431,protein_coding,target
OR4C6,ENSG00000181903,219432,protein_coding,target
OR5D14,ENSG00000186113,219436,protein_coding,target
OR5D18,ENSG00000186119,219438,protein_coding,target
OR5L2,ENSG00000205030,26338,protein_coding,target
OR5D16,ENSG00000205029,390144,protein_coding,target
TRIM51,ENSG00000124900,84767,protein_coding,target
OR5W2,ENSG00000187612,390148,protein_coding,target
OR5I1,ENSG00000167825,10798,protein_coding,target
OR10AG1,ENSG00000174970,282770,protein_coding,target
OR5F1,ENSG00000149133,338674,protein_coding,target
OR5AS1,ENSG00000181785,219447,protein_coding,target
OR8I2,ENSG00000172154,120586,protein_coding,target
OR8H2,ENSG00000181767,390151,protein_coding,target
OR8H3,ENSG00000181761,390152,protein_coding,target
OR8J3,ENSG00000167822,81168,protein_coding,target
OR8K5,ENSG00000181752,219453,protein_coding,target
OR5J2,ENSG00000174957,282775,protein_coding,target
OR5T2,ENSG00000181718,219464,protein_coding,target
OR5T3,ENSG00000172489,390154,protein_coding,target
OR5T1,ENSG00000181698,390155,protein_coding,target
OR8H1,ENSG00000181693,219469,protein_coding,target
OR8K1,ENSG00000150261,390157,protein_coding,target
OR8J1,ENSG00000172487,219477,protein_coding,target
OR8U1,ENSG00000172199,219417,protein_coding,target
OR5AL1,ENSG00000272987,79482,polymorphic_pseudogene,target
OR5M9,ENSG00000150269,390162,protein_coding,target
OR5M3,ENSG00000174937,219482,protein_coding,target
OR5M8,ENSG00000181371,219484,protein_coding,target
OR5M11,ENSG00000255223,219487,protein_coding,target
OR5M10,ENSG00000254834,390167,protein_coding,target
OR5M1,ENSG00000255012,390168,protein_coding,target
OR5AP2,ENSG00000172464,338675,protein_coding,target
OR5AR1,ENSG00000172459,219493,protein_coding,target
OR9G1,ENSG00000174914,390174,protein_coding,target
OR9G4,ENSG00000172457,283189,protein_coding,target
OR5AK2,ENSG00000181273,390181,protein_coding,target
LRRC55,ENSG00000183908,219527,protein_coding,target
APLNR,ENSG00000134817,187,protein_coding,target
TNKS1BP1,ENSG00000149115,85456,protein_coding,target
SSRP1,ENSG00000149136,6749,protein_coding,target
P2RX3,ENSG00000109991,5024,protein_coding,target
PRG3,ENSG00000156575,10394,protein_coding,target
PRG2,ENSG00000186652,5553,protein_coding,target
SLC43A3,ENSG00000134802,29015,protein_coding,target
RTN4RL2,ENSG00000186907,349667,protein_coding,target
SLC43A1,ENSG00000149150,8501,protein_coding,target
TIMM10,ENSG00000134809,26519,protein_coding,target
SMTNL1,ENSG00000214872,219537,protein_coding,target
UBE2L6,ENSG00000156587,9246,protein_coding,landmark
SERPING1,ENSG00000149131,710,protein_coding,target
YPEL4,ENSG00000166793,219539,protein_coding,target
CLP1,ENSG00000172409,10978,protein_coding,target
ZDHHC5,ENSG00000156599,25921,protein_coding,target
MED19,ENSG00000156603,219541,protein_coding,target
TMX2,ENSG00000213593,51075,protein_coding,target
SELENOH,ENSG00000211450,280636,protein_coding,target
BTBD18,ENSG00000233436,643376,protein_coding,target
CTNND1,ENSG00000198561,1500,protein_coding,landmark
OR9Q1,ENSG00000186509,219956,protein_coding,target
OR9I1,ENSG00000172377,219954,protein_coding,target
OR9Q2,ENSG00000186513,219957,protein_coding,target
OR1S2,ENSG00000197887,219958,protein_coding,target
OR10Q1,ENSG00000180475,219960,protein_coding,target
OR10W1,ENSG00000172772,81341,protein_coding,target
OR5B17,ENSG00000197786,219965,protein_coding,target
OR5B3,ENSG00000172769,441608,protein_coding,target
OR5B2,ENSG00000172365,390190,protein_coding,target
OR5B12,ENSG00000172362,390191,protein_coding,target
OR5B21,ENSG00000198283,219968,protein_coding,target
LPXN,ENSG00000110031,9404,protein_coding,target
ZFP91,ENSG00000186660,80829,protein_coding,target
CNTF,ENSG00000242689,1270,protein_coding,target
GLYAT,ENSG00000149124,10249,protein_coding,target
GLYATL2,ENSG00000156689,219970,protein_coding,target
GLYATL1,ENSG00000166840,92292,protein_coding,target
GLYATL1P3,ENSG00000255151,100287520,protein_coding,target
FAM111B,ENSG00000189057,374393,protein_coding,target
FAM111A,ENSG00000166801,63901,protein_coding,target
DTX4,ENSG00000110042,23220,protein_coding,target
MPEG1,ENSG00000197629,219972,protein_coding,target
OR5AN1,ENSG00000176495,390195,protein_coding,target
OR5A2,ENSG00000172324,219981,protein_coding,target
OR5A1,ENSG00000172320,219982,protein_coding,target
OR4D6,ENSG00000166884,219983,protein_coding,target
OR4D10,ENSG00000254466,390197,protein_coding,target
OR4D11,ENSG00000176200,219986,protein_coding,target
OR4D9,ENSG00000172742,390199,protein_coding,target
OSBP,ENSG00000110048,5007,protein_coding,target
PATL1,ENSG00000166889,219988,protein_coding,target
OR10V1,ENSG00000172289,390201,protein_coding,target
STX3,ENSG00000166900,6809,protein_coding,target
MRPL16,ENSG00000166902,54948,protein_coding,target
GIF,ENSG00000134812,2694,protein_coding,target
TCN1,ENSG00000134827,6947,protein_coding,target
RP11-736I10.1,ENSG00000255393,107987155,protein_coding,target
OOSP2,ENSG00000149507,219990,protein_coding,target
MS4A3,ENSG00000149516,932,protein_coding,target
MS4A2,ENSG00000149534,2206,protein_coding,target
MS4A6A,ENSG00000110077,64231,protein_coding,target
MS4A4E,ENSG00000214787,643680,protein_coding,target
MS4A4A,ENSG00000110079,51338,protein_coding,target
MS4A6E,ENSG00000166926,245802,protein_coding,target
MS4A7,ENSG00000166927,58475,protein_coding,target
MS4A14,ENSG00000166928,84689,protein_coding,target
MS4A5,ENSG00000166930,64232,protein_coding,target
MS4A1,ENSG00000156738,931,protein_coding,target
MS4A12,ENSG00000071203,54860,protein_coding,target
MS4A13,ENSG00000204979,503497,protein_coding,target
